中文单位名,英文单位名
,"Shandong Wanjie Med Coll, Shandong High Sch, Key Lab Biomed Engn & Technol, Zibo 255213, Shandong, Peoples R China"
,"Shandong Water Polytech, Coll Resources, Rizhao 276826, Peoples R China"
,"Shandong Women Univ, Sch Informat Technol, Jinan, Shandong, Peoples R China"
,"Shandong Women’s University, Jinan"
,"Shandong Women's University ,  Jinan"
,"Shandong Xiandai Univ, Jinan, Shandong, Peoples R China"
,"Shandong Yingcai Coll, Sch Informat Engn, Jinan 250104, Shandong, Peoples R China
;"
,"ShandongUniv Technol, Coll Comp Sci & Technol, Zibo 255049, Peoples R China
;"
,"Shang Hai Univ Technol & Sci, Dept Energy & Power Engn, Shanghai, Peoples R China"
,"Shang Qiu Med Coll, Dept Lab Med, Shang Qiu, Peoples R China"
,"Shangai Tech Univ, Sch Phys Sci & Technol, Yueyang Campus,319 Yueyang Rd, Shanghai 200031, Peoples R China"
,"Shangdong Med Tech Coll, Tai An, Shandong, Peoples R China
;"
,"Shangdong Univ & Technol, Sch Chem Engn, Shandong 255049, Peoples R China
;"
,"Shangdong University of Science and Technology, China
;"
,"Shangdong University of Science and Technology, Department of civil engineer, Taian, Shandong, China ;"
,"Shangdong Wanjie Med Coll, Dept Pharm, Zibo 255213, Peoples R China"
,"Shangdong Woman Univ, Shandong 250300, Peoples R China"
,"Shangdong Womans Univ, Tourism Sch, Jinan 250300, Shandong, Peoples R China
;"
,"Shangdong Women's University, Jinan"
,"Shanghai Aurora Coll, Sch Publ Hlth, Shanghai 201908, Peoples R China"
,"Shanghai Aurora Coll, Sch Publ Hlth, Shanghai 201908, Peoples R China"
,"Shanghai Aurora Coll, Sch Publ Hlth, Shanghai 201908, Peoples R China
;"
,"Shanghai can Univ, Coll Food Sci & Technol, 999 Hucheng Huan Rd, Shanghai 201306, Peoples R China
;"
,"Shanghai Cicil Aviat Coll, Dept Bas, Shanghai 200232, Peoples R China
;"
,"Shanghai Civil Aviat Coll, Dept Aviat Transportat, Shanghai 200232, Peoples R China
;"
,"Shanghai Civil Aviat Coll, Shanghai 200232, Peoples R China
;"
,"Shanghai Civil Aviat Coll, Shanghai 200232, Peoples R China
;"
,"Shanghai Civil Aviation College, Aeronautical Maintenance Department, Shanghai, 200232, China
;"
,"Shanghai Civil Aviation College, Shanghai, China;"
,"Shanghai Civil Aviation College, Shanghai, China;"
,"Shanghai Coll Med & Hlth Sci, Shanghai 200237, Peoples R China
;"
,"Shanghai Collborat Innovat Ctr Biomfg Technol, Shanghai 200237, Peoples R China
;"
,"Shanghai College of Electrical Engineering, Shanghai, 201306, China
;"
,"Shanghai Communications Polytechnic College, Shanghai, China
;"
,"Shanghai Hlth Med Coll, Affiliated Zhoupu Hosp, Shanghai, Peoples R China
;"
,"Shanghai Hong Kou Spare Time Coll, Shanghai 200080, Peoples R China"
,"Shanghai Hosp Tradit Chinese Med, Coll Clin Med, Shanghai 200071, Peoples R China
;"
,"Shanghai Ist Med Univ, Huashan Hosp, Acupuncture Clin, Shanghai, Peoples R China"
,"Shanghai Jian Tong Univ, Key Lab Power Machinery, MOE, Shanghai 200240, Peoples R China"
,"Shanghai Jian Tong Univ, Shanghai, Peoples R China"
,"Shanghai Jianfeng College, Shanghai 201900, China ;"
,"Shanghai Jiguang Polytech Coll, 2859 Shuichan Rd, Baoshan Dist 201901, Peoples R China"
,"Shanghai Jiguang Polytech Coll, Nursing Sch, 2859 Shuichan Rd, Shanghai 201901, Peoples R China
;"
,"Shanghai Jiguang Polytech Coll, Shanghai, Peoples R China
;"
,"Shanghai Jingan Educ Coll, Affiliated Sch, Shanghai 200040, Peoples R China
;"
,"Shanghai Jino Tong Univ, Dept Civil Engn, Shanghai, Peoples R China
;"
,"Shanghai Key Lab Kidney & Blood Purificat, 136 Med Coll Rd, Shanghai 200032, Peoples R China
;"
,"Shanghai Key Lab of Power Station Automation Technology, School of Mechatronics Engineering and Automation,Shanghai University, Jing’an District, Shanghai, 200072, China
;"
,"Shanghai Key Laboratory of Power Station Automation Technology, Department of Automation Shanghai University, Shanghai, 20007, China
;"
,"Shanghai Key Laboratory of Power Station Automation Technology, School of Mechatronics Engineering and Automation of Shanghai University, Shanghai, China ;"
,"Shanghai Liao Tong Univ, Inst Refrigerat & Cryogen, Key Lab Power Mech Engn, MOE China, 800 Dongchuan Rd, Shanghai 200240, Peoples R China"
,"Shanghai Liao Tong Univ, Sch Life Sci & Biotechnol, Shanghai, Peoples R China"
,"Shanghai Liao Tong Univ, Sch Mech Engn, Shanghai Key Lab Digital Manufacture Thin Walled, State Key Lab Mech Syst & Vibrat, Shanghai, Peoples R China"
,"Shanghai Liao Tong Univ, Sch Phys & Astron, INPAC, Shanghai Key Lab Particle Phys & Cosmol,MOE Key L, 800 Dongchuan RD, Shanghai 200210, Peoples R China"
,"Shanghai Liao Tong Univ, Shanghai Peoples Hosp 10, Dept Orthodont, Collage Stomatol,Sch Med, Shanghai 200011, Peoples R China"
,"Shanghai Linxin Univ Accounting & Finance, Sch Business Adm, Shanghai, Peoples R China"
,"Shanghai Mao long Univ, Affiliated Peoples Hosp 6, Dept Rehabil Med, 600 Yishan Rd, Shanghai 200233, Peoples R China
;"
,"Shanghai Marine Univ, Merchant Marine Coll, Shanghai 201306, Peoples R China"
,"Shanghai Maritime Unvers, Merchant Marine Coll, Shanghai, Peoples R China"
,"Shanghai Martime Univ, Coll Informat, Shanghai, Peoples R China"
,"Shanghai Martime Univ, Merchant Marine Coll, Shanghai, Peoples R China"
,"Shanghai Normol Univ, Coll Life & Environm Sci, Shanghai 200234, Peoples R China
;"
,"Shanghai Ocean University Aquatic Animal Breeding Center, Shanghai University Knowledge Service Platform, Shanghai 201306, China ;"
,"Shanghai Pao Tong Univ, Sch Mat Sci & Engn, State Key Lab Met Matrix Composites, 800 Dongchuan Rd, Shanghai 200240, Peoples R China"
,"Shanghai Pao Tong Univ, Sch Mat Sci & Engn, State Key Lab Met Matrix Composites, Shanghai 200240, Peoples R China
;"
,"Shanghai Physicoengn Univ, Coll Med Equipment & Foods, Shanghai, Peoples R China"
,"Shanghai Ploytech Univ, Res Ctr Resource Recycling Sci & Engn, Shanghai 201209, Peoples R China"
,"Shanghai Program for Innovative Research Team in Universities, Shanghai 200072, China ;"
,"Shanghai Sanda Univ, Coll Management, Dept Food Qual & Safety, Shanghai 201209, Peoples R China
;"
,"Shanghai Sanda Univ, Dept Math, 2727 Jinhai Rd, Shanghai 201209, Peoples R China
;"
,"Shanghai Sanda Univ, Dept Math, 2727 Jinhai Rd, Shanghai 201209, Peoples R China
;"
,"Shanghai Sanda Univ, Dept Math, 2727 Jinhai Rd, Shanghai 201209, Peoples R China
;"
,"Shanghai Sanda Univ, Shengxiang Sch Business, Shanghai 201209, Peoples R China"
,"Shanghai Sci & Technol, Coll Sci, Shanghai 200093, Peoples R China
;"
,"Shanghai Technical College of Urban Management, Shanghai, China;"
,"Shanghai Technol Univ, Sch Phys Sci & Technol, Shanghai 200000, Peoples R China"
,"Shanghai Technol Univ, Sch Phys Sci & Technol, Shanghai 200031, Peoples R China"
,"Shanghai Technol Univ, Sch Phys Sci & Technol, Shanghai 200031, Peoples R China"
,"Shanghai Tianhua Coll, Shanghai, Peoples R China"
,"Shanghai Univ Appl Technol, 100 Haiquan Rd, Shanghai 201418, Peoples R China
;"
,"Shanghai Univ Appl Technol, 100 Haiquan Rd, Shanghai 201418, Peoples R China
;"
,"Shanghai Univ Engn & Technol, Shanghai 201600, Peoples R China"
,"Shanghai Univ kledicine & Hlth Sci, Affiliated Sixth Peoples Hosp, South Campus, Shanghai 201499, Peoples R China"
,"Shanghai Univ Med Hlth Sci, Coll Pharm, Shanghai, Peoples R China
;"
,"Shanghai Univ Med Hlth Sci, Shanghai, Peoples R China
;"
,"Shanghai Univ Medine & Hlth Sci, Sch Pharm, Shanghai, Peoples R China
;"
,"Shanghai Univ Sci & Engn, Sch Mat Engn, Shanghai 201620, Peoples R China
;"
,"Shanghai Univ Sci & Engn, Shanghai 201620, Peoples R China"
,"Shanghai University Institute of Materials, Shanghai, 200072, China
;"
,"Shanghai University Library, Shanghai, China
;"
,"Shanghai University of Engineering and Technology, China
[2] Shanghai University, China"
,"Shanghai University of Engineering and Technology, Longteng Road 333, Shanghai, 201620, China
;"
,"Shanghai University of Engineering, Science - School of Automobile Engineering, Long Teng Road 333, Shanghai, China ;"
,"Shanghai University of Medicine & Health Science, Shanghai, China;"
,"Shanghai University of Medicine and Health Sciences, Shanghai, China
;"
,"Shanghai University Research Center for Nanoscale Science and Technology, Shanghai, China ;"
,"Shanghai Urban Management College, Shanghai 200438, China ;"
,"Shanghai Xinqiao Polytech Coll, Shanghai, Peoples R China"
,"ShanghaiTechUniversity, Sch Life Sci & Technol, Shanghai 201210, Peoples R China
;"
,"ShangharTech Univ, Sch Life Sci & Technol, Shanghai 201210, Peoples R China
;"
,"Shangluo Coll, Dept Math & Computat Sci, Shangluo 726000, Peoples R China"
,"Shangluo College, Zhangye, Gansu, China ;"
,"Shangqiu Inst Technol, Coll Informat & Elect Engn, Shangqiu 476000, Peoples R China
;"
,"Shangqiu Noma Univ, Sch Chem & Chem Engn, Shangqiu 476000, Peoples R China
;"
,"Shangqiu Normal Coll, Dept Chem, Shangqiu 476000, Henan, Peoples R China"
,"Shangqiu Normal Coll, Dept Chem, Shangqiu 476000, Henan, Peoples R China"
,"Shangqiu Normal Coll, Dept Math, Shangqiu 476000, Henan, Peoples R China"
,"Shangqiu Normal Coll, Dept Phys, Shangqiu 476000, Peoples R China"
,"Shangqiu Normal University ,  Shangqiu"
,"Shangqiu Polytech, Coll Engn & Technol, 566 South Sect Shenhuo Ave, Shangqiu, Henan, Peoples R China
;"
,"Shangqiu Technician College, Shangqiu, Henan, China;"
,"Shangqiu Univ, Coll Comp Sci & Technol, Shangqiu 476000, Peoples R China
;"
,"Shangqiu Univ, Coll Comp Sci & Technol, Shangqiu 476000, Peoples R China
;"
,"Shangqiu Univ, Coll Landscape Architecture, Shangqiu 476000, Henan, Peoples R China"
,"Shangqiu Univ, Dept Phys Educ, Suiyang, Shangqiu, Peoples R China
;"
,"Shangqiu Univ, Sch Civil Engn, Shangqiu 476000, Peoples R China
;"
,"Shangqiu Univ, Sch Mech & Elect Informat Engn, Shangqiu 476000, Peoples R China
;"
,"Shangrao Normal Coll, Coll Phys & Elect Informat, Shangrao 334000, Jiangxi, Peoples R China"
,"Shangrao Normal Coll, Dept Biol Sci, Shangrao, Jiangxi, Peoples R China"
,"Shangrao Normal Coll, Shangrao 334001, Jiangxi, Peoples R China"
,"Shangrao Normal Coll, Shangrao 334001, Jiangxi, Peoples R China"
,"Shannxi University of Science and Technology, Xi'an 710021, China ;"
,"Shannxi Unvers Technol, Coll Phys, Hanzhong, Peoples R China
;"
,"Shantou Polytech Coll, Mech & Elect Dept, Shantou 515078, Guangdong, Peoples R China
;"
,"Shanxi Agr & Forest Univ, Coll Hort, Taigu, Shanxi, Peoples R China
;"
,"Shanxi Agr Univ Econ & Trade Coll, Taigu 030801, Shanxi Province, Peoples R China
;"
,"Shanxi Agricultral Univ, Coll Anim Sci & Vet Med, Taigu, Shanxi, Peoples R China"
,"Shanxi agricultural university academy economics and management, Jinzhong"
,"Shanxi Architectural Coll, Dept Municipal Engn, Wenhua St 369, Jinzhong 030619, Peoples R China
;"
,"Shanxi Architectural Coll, Taiyuan 030006, Peoples R China"
,"Shanxi Architectural Coll, Taiyuan 030006, Shanxi, Peoples R China"
,"Shanxi Architectural Coll, Taiyuan 030006, Shanxi, Peoples R China"
,"Shanxi Architectural Coll, Taiyuan 030006, Shanxi, Peoples R China"
,"Shanxi Aviat Profess Tech Inst, Coll Arts & Sci, Hanzhong 723102, Peoples R China"
,"Shanxi Coal Min Adm Coll, Dept Math, Taiyuan 030600, Peoples R China"
,"Shanxi Coal Min Adm Coll, Taiyuan 030006, Peoples R China
;"
,"Shanxi Coal Min Administators Coll, Taiyuan 030024, Peoples R China"
,"Shanxi Coal Min Administrators Coll, Taiyuan 030006, Peoples R China"
,"Shanxi Coal Min Administrators Coll, Taiyuan 030006, Peoples R China
;"
,"Shanxi Coal Mining Administrators College, Taiyuan, China;"
,"Shanxi Coal Mining Administrators College, Taiyuan, Shanxi, China ;"
,"Shanxi Coll Tradit Chinese Med, Ctr Lab Management, Taiyuan 0300024, Peoples R China"
,"Shanxi Coll Tradit Chinese Med, Taiyuan, Shanxi, Peoples R China
;"
,"Shanxi College of Traditional Chinese Medicine, Xianyang 712046, China ;"
,"Shanxi College of Traditional Chinese Medicine, Xianyang, China ;"
,"Shanxi Conservancy Tech Coll, Taiyuan 030000, Shanxi, Peoples R China"
,"Shanxi Conservancy Tech Coll, Yuncheng 044004, Peoples R China"
,"Shanxi Conservancy Tech Coll, Yuncheng 044004, Peoples R China"
,"Shanxi Conservancy Tech Coll, Yuncheng 044004, Peoples R China
;"
,"Shanxi Conservancy Technical College, Yuncheng, China ;"
,"Shanxi Conservancy Technical College, Yuncheng, China;"
,"Shanxi Conservancy Technical College, Yuncheng, Shanxi 044004, China ;"
,"Shanxi Conservancy Technical college, Yuncheng, Shanxi, China ;"
,"Shanxi Finance & Taxat Coll, Econ Informat Dept, Taiyuan 030024, Shanxi, Peoples R China"
,"Shanxi Finance gz Taxat Coll, Taiyuan 030051, Peoples R China"
,"Shanxi Ind & Trade Coll, Taiyuan 030024, Peoples R China"
,"Shanxi Inst Energy, 63 Univ St,Coll Pk, Jinshong 030600, Peoples R China
;"
,"Shanxi Key Laboratory of Comprehensive Utilization of Tailings Resources(Shangluo University), Shangluo, China;"
,"Shanxi Med Coll Continuing Educ, Ctr Informat & Network, Shuangtasi St 22, Taiyuan 030012, Peoples R China"
,"Shanxi Med Coll Continuing Educ, Dept Pathophysiol, Taiyuan, Shanxi, Peoples R China
;"
,"Shanxi Med Coll Continuing Educ, Dept Pharm, Jinzhong 030619, Peoples R China
;"
,"Shanxi Med Coll Continuing Educ, Jinzhong, Peoples R China
;"
,"Shanxi Med Coll Continuing Educ, Sch Pharm, Dept Pharmacol, Taiyuan 030000, Shanxi, Peoples R China
;"
,"Shanxi Med Coll Continuing Educ, Taiyuan, Shanxi, Peoples R China"
,"Shanxi Med Coll, Affiliated Hosp 2, Dept Clin Lab, Taiyuan, Peoples R China
;"
,"Shanxi Normal Univ China, Inst Theatre & Theatr Rel, Xian, Shaanxi, Peoples R China"
,"Shanxi Pharmaceut Coll, Taiyuan 030031, Peoples R China"
,"Shanxi Polytech Coll, Dept Elect Engn & Automat, Taiyuan 030006, Peoples R China
;"
,"Shanxi Polytech Coll, Sch Mat Engn, Taiyuan, Peoples R China"
,"Shanxi Polytech Coll, Taiyuan 030006, Peoples R China
;"
,"Shanxi Prov Ind & Trade Coll, Dept Chem Engn, Taiyuan 030024, Peoples R China"
,"Shanxi Prov Staff Med Coll, Dept Med, Jinzhong 030619, Peoples R China
;"
,"Shanxi Province Key Lab. Higee-oriented Chemical Engineering, Research Center of Shanxi Province for High Gravity Chem. Eng. Technol., North Univ., Taiyuan, Shanxi, China ;"
,"Shanxi Provincial Major Laboratory for Highway Bridge & Tunnel, Chang′an University, Xi'an, 710064, China
;"
,"Shanxi Technol & Business Coll, Comp & Informat Engn Acad, Taiyuan 030006, Shanxi, Peoples R China
;"
,"Shanxi Technol & Business Coll, Dept Basic Teaching, Taiyuan 030006, Peoples R China"
,"Shanxi Technol & Business Coll, Inst Civil Engn, Taiyuan 030000, Shanxi, Peoples R China
;"
,"Shanxi Technol & Business Coll, Taiyuan 030006, Shanxi, Peoples R China
;"
